,CASE_NUMBER,CASE_STATUS,DECISION_DATE,SOC_TITLE,EMPLOYER_NAME,WORKSITE_CITY,WORKSITE_STATE,PREVAILING_WAGE,state_name,popullation
1707569,I-200-20352-965996,Certified,2020-12-28,"Software Developers, Applications",International Business Machines Corporation,Columbus,California,83075.0,Ohio,11756058.0
1707570,I-200-20352-966239,Certified,2020-12-28,Computer Systems Analysts,"Mettler-Toledo, Llc",Columbus,California,103563.0,Ohio,11756058.0
1707571,I-200-20352-966669,Certified,2020-12-28,"Software Developers, Applications",Cardinal Health,Dublin,California,97594.0,Ohio,11756058.0
1707572,I-200-20352-965838,Certified,2020-12-28,Risk Management Specialists,Ernst & Young U.s. Llp,Jersey City,California,82034.0,New Jersey,9261699.0
1707573,I-200-20352-966335,Certified,2020-12-28,"Engineering Teachers, Postsecondary",Texas A&M University - Kingsville,Kingsville,California,54590.0,Texas,30029572.0
1707574,I-200-20352-966083,Certified,2020-12-28,"Software Developers, Applications",International Business Machines Corporation,Dallas,California,127150.0,Texas,30029572.0
1707575,I-200-20353-968408,Certified,2020-12-28,Information Technology Project Managers,"Mh Sub I Llc Dba Internet Brands, Inc.",El Segundo,California,104749.0,California,39029342.0
1707576,I-200-20352-965888,Certified,2020-12-28,"Software Developers, Applications",Amazon.com Services Llc,Seattle,California,92102.0,Washington,7785786.0
1707577,I-200-20352-967710,Certified,2020-12-28,"Software Developers, Systems Software","Netapp, Inc.",Acton,California,143118.0,Massachusetts,6981974.0
1707578,I-200-20352-966911,Certified,2020-12-28,"Software Developers, Applications",Open Text Inc.,Alpharetta,California,103501.0,Georgia,10912876.0
1707579,I-200-20352-966851,Certified,2020-12-28,Statisticians,"Twitter, Inc.",Seattle,California,120931.0,Washington,7785786.0
1707580,I-200-20352-966936,Certified,2020-12-28,Market Research Analysts And Marketing Specialists,"Applied Materials, Inc",Santa Clara,California,124717.0,California,39029342.0
1707581,I-200-20352-966661,Certified,2020-12-28,"Software Developers, Applications","Anthem, Inc.",Richmond,California,86386.0,Virginia,8683619.0
1707582,I-200-20352-966278,Certified,2020-12-28,Database Architects,"Teksystems Global Services, Llc",Irving,California,54538.0,Texas,30029572.0
1707583,I-200-20352-967814,Certified,2020-12-28,Information Technology Project Managers,Ann & Robert H Lurie Children's Hospital Of Chicago,Chicago,California,56035.0,Illinois,12582032.0
1707584,I-200-20352-966998,Certified,2020-12-28,"Software Developers, Applications",Choice Hotels International Services Corp,Phoenix,California,118602.0,Arizona,7359197.0
1707585,I-200-20353-968429,Certified,2020-12-28,Sales Engineers,Micro Control Company,Minneapolis,California,99133.0,Minnesota,5717184.0
1707586,I-200-20352-966174,Certified,2020-12-28,Financial Analysts,"Citibank, N.a.",New York,California,161346.0,New York,19677151.0
1707587,I-200-20352-966230,Certified,2020-12-28,Marketing Managers,"Tripleblind, Inc.",Rochester,California,115253.0,Minnesota,5717184.0
1707588,I-200-20352-967619,Certified,2020-12-28,Computer And Information Systems Managers,Sentrilock Llc,West Chester,California,86715.0,Ohio,11756058.0
1707589,I-200-20352-966692,Certified,2020-12-28,"Software Developers, Applications, R&D","Electric Power Research Institute, Inc.",Knoxville,California,87547.0,Tennessee,7051339.0
1707590,I-200-20352-966217,Certified,2020-12-28,"Software Developers, Applications","Wal-Mart Associates, Inc.",Bentonville,California,104437.0,Arkansas,3045637.0
1707591,I-200-20352-968115,Certified,2020-12-28,Architectural And Engineering Managers,"Illumina, Inc.",San Diego,California,111134.0,California,39029342.0
1707592,I-200-20352-968150,Certified,2020-12-28,Electrical Engineers,Consumers Energy Company,Jackson,California,86403.0,Michigan,10034113.0
1707593,I-200-20352-965932,Certified,2020-12-28,Computer Systems Engineers/Architects,Accenture Llp,Richfield,California,70762.0,Minnesota,5717184.0
1707594,I-200-20352-968057,Certified,2020-12-28,Logisticians,Dresser-Rand Company,Houston,California,120952.0,Texas,30029572.0
1707595,I-200-20352-966139,Certified,2020-12-28,"Software Developers, Applications","Twitter, Inc.",San Francisco,California,120931.0,California,39029342.0
1707596,I-200-20352-966545,Certified,2020-12-28,"Software Developers, Applications","At&T Services, Inc.",El Segundo,California,121160.0,California,39029342.0
1707597,I-200-20352-965860,Certified,2020-12-28,"Electronics Engineers, Except Computer",Intel Corporation,Santa Clara,California,117291.0,California,39029342.0
1707598,I-200-20352-966686,Certified,2020-12-28,Statisticians,"Information Resources, Inc.",Whippany,California,72634.0,New Jersey,9261699.0
1707599,I-200-20352-966358,Certified,2020-12-28,"Software Developers, Systems Software",Wiley Edu Llc,Schaumburg,California,87838.0,Illinois,12582032.0
1707600,I-200-20352-967485,Certified,2020-12-28,"Software Developers, Applications",Stonemor Inc.,Bensalem,California,89773.0,Pennsylvania,12972008.0
1707601,I-200-20352-966725,Certified,2020-12-28,"Software Developers, Applications",Augmentare Inc,Chantilly,California,97406.0,Virginia,8683619.0
1707602,I-200-20352-966026,Certified,2020-12-28,Computer Systems Engineers/Architects,Microsoft Corporation,Alpharetta,California,53560.0,Georgia,10912876.0
1707603,I-200-20352-967475,Certified,2020-12-28,"Software Developers, Applications",Clutch Group Llc,Arlington,California,138819.0,Virginia,8683619.0
1707604,I-200-20353-968677,Certified,2020-12-28,"Software Developers, Applications",Platinum Db Consulting Inc,Austin,California,87589.0,Texas,30029572.0
1707605,I-200-20352-965912,Certified,2020-12-28,Computer Systems Analysts,Ibm India Private Limited,Wilmington,California,104749.0,Delaware,1018396.0
1707606,I-200-20352-966394,Certified,2020-12-28,Mechanical Engineers,"Rivian Automotive, Llc",Irvine,California,87194.0,California,39029342.0
1707607,I-200-20352-967899,Certified,2020-12-28,Management Analysts,Dixon Hughes Goodman Llp,New York,California,116938.0,New York,19677151.0
1707608,I-200-20353-968484,Certified,2020-12-28,Computer Systems Engineers/Architects,"Databricks, Inc.",New York,California,114962.0,New York,19677151.0
1707609,I-200-20352-966145,Certified,2020-12-28,"Software Developers, Applications",Deloitte Consulting Llp,Carson City,California,86133.0,Nevada,3177772.0
1707610,I-200-20352-967377,Certified,2020-12-28,"Software Developers, Applications",Mindlance Inc.,Jacksonville,California,93496.0,Florida,22244823.0
1707611,I-200-20352-965963,Certified,2020-12-28,"Software Developers, Applications",Microsoft Corporation,Redmond,California,113110.0,Washington,7785786.0
1707612,I-200-20352-967203,Certified,2020-12-28,"Software Developers, Systems Software","Dropbox, Inc.",New York,California,122221.0,New York,19677151.0
1707613,I-200-20352-967032,Certified,2020-12-28,"Software Developers, Systems Software","Qvc, Inc.",West Chester,California,121909.0,Pennsylvania,12972008.0
1707614,I-200-20352-966610,Certified,2020-12-28,Computer Systems Analysts,Ibm India Private Limited,Cary,California,95722.0,North Carolina,10698973.0
1707615,I-200-20352-967283,Certified,2020-12-28,Market Research Analysts And Marketing Specialists,Vertex Pharmaceuticals Incorporated,Boston,California,88317.0,Massachusetts,6981974.0
1707616,I-200-20352-965862,Certified,2020-12-28,Computer Systems Analysts,Ibm India Private Limited,Phoenix,California,77106.0,Arizona,7359197.0
1707617,I-200-20352-966220,Certified,2020-12-28,Chemists,"Selecta Biosciences, Inc.",Watertown,California,93288.0,Massachusetts,6981974.0
1707618,I-200-20352-966694,Certified,2020-12-28,"Software Developers, Applications",Epam Systems Inc.,Parma,California,70678.0,Ohio,11756058.0
1707619,I-200-20352-967608,Certified,2020-12-28,Civil Engineers,"Michael Baker International, Inc.",San Antonio,California,91291.0,Texas,30029572.0
1707620,I-200-20352-966970,Certified,2020-12-28,Computer Systems Engineers/Architects,"Spirent Communications, Inc.",Frederick,California,113829.0,Maryland,6164660.0
1707621,I-200-20352-967497,Certified,2020-12-28,Computer Network Architects,"Biogen, Inc.",Weston,California,128482.0,Massachusetts,6981974.0
1707622,I-200-20352-968128,Certified,2020-12-28,Mechanical Engineers,Cummins Inc.,Columbus,California,80642.0,Indiana,6833037.0
1707623,I-200-20352-966567,Certified,2020-12-28,"Software Developers, Applications",Advanced Software Design Inc.,Rensselaer,California,98093.0,New York,19677151.0
1707624,I-200-20353-968617,Certified,2020-12-28,"Software Developers, Applications",Amor Systems Llc,Wilmington,California,89773.0,Delaware,1018396.0
1707625,I-200-20352-966390,Certified,2020-12-28,"Software Developers, Applications","Vitech Systems Group, Inc.",Iselin,California,122221.0,New Jersey,9261699.0
1707626,I-200-20352-967649,Certified,2020-12-28,"Software Developers, Applications","Comcast Cable Communications, Llc",Englewood,California,114736.0,Colorado,5839926.0
1707627,I-200-20353-968555,Certified,2020-12-28,"Software Developers, Applications","R/Ga Media Group, Inc.",New York,California,122221.0,New York,19677151.0
1707628,I-200-20352-966202,Certified,2020-12-28,"Software Developers, Applications","Wal-Mart Associates, Inc.",Bentonville,California,90438.0,Arkansas,3045637.0
1707629,I-200-20352-965889,Certified,2020-12-28,"Software Developers, Applications",Amazon.com Services Llc,Seattle,California,113110.0,Washington,7785786.0
1707630,I-200-20352-968228,Certified,2020-12-28,Management Analysts,"Mckinsey & Company, Inc. United States",Detroit,California,79435.0,Michigan,10034113.0
1707631,I-200-20352-967042,Certified,2020-12-28,"Software Developers, Applications",Thermo Fisher Scientific Inc.,Pittsburgh,California,95264.0,Pennsylvania,12972008.0
1707632,I-200-20352-967392,Certified,2020-12-28,"Software Developers, Applications",American Institute For Foreign Study,Stamford,California,120390.0,Connecticut,3626205.0
1707633,I-200-20353-968605,Certified,2020-12-28,Logisticians,Lumileds Llc,San Jose,California,114774.0,California,39029342.0
1707634,I-200-20352-967406,Certified,2020-12-28,Software Quality Assurance Engineers And Testers,Illinois Mutual Life Insurance Company,Cary,California,92310.0,North Carolina,10698973.0
1707635,I-200-20352-968254,Certified,2020-12-28,Epidemiologists,"Risk Management Solutions, Inc.",Newark,California,121347.0,California,39029342.0
1707636,I-200-20352-967882,Certified,2020-12-28,"Physicians And Surgeons, All Other","Marvel Clinic, P.c.",Tullahoma,California,177091.0,Tennessee,7051339.0
1707637,I-200-20353-968501,Certified,2020-12-28,"Software Developers, Applications",Globallogic Inc.,Menomonee Falls,California,115856.0,Wisconsin,5892539.0
1707638,I-200-20352-966122,Certified,2020-12-28,Electrical Engineers,"Wunderlich-Malec Services, Inc.",Biddeford,California,86216.0,Maine,1385340.0
1707639,I-200-20352-966277,Certified,2020-12-28,"Software Developers, Applications",Florida Power & Light Company,Jupiter,California,116459.0,Florida,22244823.0
1707640,I-200-20353-968676,Certified,2020-12-28,"Software Developers, Applications","Populus Financial Group, Inc.",Irving,California,110344.0,Texas,30029572.0
1707641,I-200-20352-966091,Certified,2020-12-28,"Software Developers, Applications",Linkedin Corporation,Mountain View,California,139180.0,California,39029342.0
1707642,I-200-20352-965951,Certified,2020-12-28,"Software Developers, Applications","National Soft Systems, Inc",Austin,California,87589.0,Texas,30029572.0
1707643,I-200-20352-966601,Certified,2020-12-28,"Software Developers, Applications",Amazon.com Services Llc.,Santa Clara,California,95430.0,California,39029342.0
1707644,I-200-20352-967364,Certified,2020-12-28,"Software Developers, Applications","Dynata, Llc",Addison,California,127150.0,Texas,30029572.0
1707645,I-200-20352-968085,Certified,2020-12-28,Accountants And Auditors,Deloitte Tax Llp,Atlanta,California,65998.0,Georgia,10912876.0
1707646,I-200-20352-967456,Certified,2020-12-28,"Medical Scientists, Except Epidemiologists",Amgen Incorporated,Cambridge,California,53810.0,Massachusetts,6981974.0
1707647,I-200-20352-966057,Certified,2020-12-28,Computer Hardware Engineers,Microsoft Corporation,Redmond,California,125611.0,Washington,7785786.0
1707648,I-200-20352-966585,Certified,2020-12-28,Writers And Authors,Parcast Llc,Los Angeles,California,73029.0,California,39029342.0
1707649,I-200-20352-966412,Certified,2020-12-28,Computer And Information Systems Managers,Deloitte Consulting Llp,Vernon,California,122970.0,Connecticut,3626205.0
1707650,I-200-20352-966149,Certified,2020-12-28,"Software Developers, Applications",Ubs Business Solutions Us Llc,Nashville,California,80163.0,Tennessee,7051339.0
1707651,I-200-20352-966600,Certified,2020-12-28,"Software Developers, Applications","Wal-Mart Associates, Inc.",Sunnyvale,California,145725.0,California,39029342.0
1707652,I-200-20352-967914,Certified,2020-12-28,Software Quality Assurance Engineers And Testers,Amazon.com Services Llc,Seattle,California,77875.0,Washington,7785786.0
1707653,I-200-20353-968475,Certified,2020-12-28,Software Quality Assurance Engineers And Testers,Fargo Solutions Inc.,Waterbury,California,49587.0,Vermont,647064.0
1707654,I-200-20352-967802,Certified,2020-12-28,Computer Systems Engineers/Architects,"Fiserv Solutions, Llc",Dublin,California,55765.0,Ohio,11756058.0
1707655,I-200-20352-967305,Certified,2020-12-28,"Medical Scientists, Except Epidemiologists",Trustees Of The University Of Pennsylvania,Philadelphia,California,64501.0,Pennsylvania,12972008.0
1707656,I-200-20352-965931,Certified,2020-12-28,Software Quality Assurance Engineers And Testers,Accenture Llp,Richfield,California,70762.0,Minnesota,5717184.0
1707657,I-200-20352-966663,Certified,2020-12-28,"Internists, General","Williams Medical Practice, Llc",Mayfield,California,208000.0,Kentucky,4512310.0
1707658,I-200-20352-966159,Certified,2020-12-28,"Software Developers, Applications","Citibank, N.a.",Jersey City,California,143936.0,New Jersey,9261699.0
1707659,I-200-20352-968240,Certified,2020-12-28,Mechanical Engineers,"American Axle & Manufacturing, Inc.",Detroit,California,82555.0,Michigan,10034113.0
1707660,I-200-20352-966054,Certified,2020-12-28,Art Directors,Microsoft Corporation,Redmond,California,92373.0,Washington,7785786.0
1707661,I-200-20353-968595,Certified,2020-12-28,Lawyers,"Pactera Technologies Na, Inc.",Redmond,California,105997.0,Washington,7785786.0
1707662,I-200-20352-967920,Certified,2020-12-28,"Architects, Except Landscape And Naval","Michael Baker International, Inc.",Dallas,California,92290.0,Texas,30029572.0
1707663,I-200-20352-966826,Certified,2020-12-28,"Software Developers, Applications","Teletracking Technologies, Inc.",Pittsburgh,California,80142.0,Pennsylvania,12972008.0
1707664,I-200-20352-967006,Certified,2020-12-28,Public Relations Specialists,Virginia Commonwealth University,Richmond,California,51709.0,Virginia,8683619.0
1707665,I-200-20352-966236,Certified,2020-12-28,Accountants,Freedom Mortgage Corporation,Falls Church,California,77750.0,Virginia,8683619.0
1707666,I-200-20352-966764,Certified,2020-12-28,"Software Developers, Applications",Rac Infotech Inc,Chantilly,California,118102.0,Virginia,8683619.0
1707667,I-200-20353-968349,Certified,2020-12-28,"Software Developers, Systems Software",Robert Bosch Llc,Novi,California,79248.0,Michigan,10034113.0
1707668,I-200-20352-967638,Certified,2020-12-28,Management Analysts,"Citicorp Credit Services, Inc. (Usa)",New York,California,144040.0,New York,19677151.0
1707669,I-200-20352-966536,Certified,2020-12-28,Architectural And Engineering Managers,Goldman Sachs & Co. Llc,Boca Raton,California,74800.0,Florida,22244823.0
1707670,I-200-20352-966474,Certified,2020-12-28,"Software Developers, Applications","Swift, Inc.",Manassas,California,97406.0,Virginia,8683619.0
1707671,I-200-20352-966172,Certified,2020-12-28,Risk Management Specialists,Ubs Business Solutions Us Llc,Weehawken,California,161346.0,New Jersey,9261699.0
1707672,I-200-20352-967272,Certified,2020-12-28,"Electronics Engineers, Except Computer, R&D",Nyu Grossman School Of Medicine,New York,California,49816.0,New York,19677151.0
1707673,I-200-20353-968383,Certified,2020-12-28,Interpreters And Translators,Kpb Immigration Law Firm Pc,San Francisco,California,64272.0,California,39029342.0
1707674,I-200-20352-967329,Certified,2020-12-28,"Software Developers, Systems Software","Zscaler, Inc.",San Jose,California,170872.0,California,39029342.0
1707675,I-200-20352-967304,Certified,2020-12-28,Computer And Information Systems Managers,Deloitte Consulting Llp,Houston,California,132246.0,Texas,30029572.0
1707676,I-200-20352-966307,Certified,2020-12-28,Automotive Engineers,"Rivian Automotive, Llc",Irvine,California,105643.0,California,39029342.0
1707677,I-200-20352-966857,Certified,2020-12-28,Mechanical Engineers,"Applied Materials, Inc",Santa Clara,California,125653.0,California,39029342.0
1707678,I-200-20352-965886,Certified,2020-12-28,"Software Developers, Systems Software","Amazon Web Services, Inc.",Seattle,California,113110.0,Washington,7785786.0
1707679,I-200-20352-967094,Certified,2020-12-28,"Software Developers, Applications","Illumina, Inc.",San Diego,California,117021.0,California,39029342.0
1707680,I-200-20352-966288,Certified,2020-12-28,"Physicians And Surgeons, All Other",St. Jude Children's Research Hospital,Memphis,California,87090.0,Tennessee,7051339.0
1707681,I-200-20352-967067,Certified,2020-12-28,Information Technology Project Managers,"Communications Test Design, Inc.",Memphis,California,55474.0,Tennessee,7051339.0
1707682,I-200-20352-968024,Certified,2020-12-28,"Software Developers, Applications",Hewlett Packard Enterprise Company,Plano,California,127150.0,Texas,30029572.0
1707683,I-200-20352-966660,Certified,2020-12-28,"Software Developers, Systems Software",Dell Products L.p.,Round Rock,California,94419.0,Texas,30029572.0
1707684,I-200-20352-966987,Certified,2020-12-28,"Software Developers, Applications",Nn Tech Llc,Richmond,California,102107.0,Virginia,8683619.0
1707685,I-200-20352-967811,Certified,2020-12-28,Computer Systems Analysts,Adventist Health System Sunbelt Healthcare Corp,Altamonte Springs,California,104416.0,Florida,22244823.0
1707686,I-200-20352-966197,Certified,2020-12-28,Personal Financial Advisors,"Citibank, N.a.",Miami,California,118227.0,Florida,22244823.0
1707687,I-200-20352-967043,Certified,2020-12-28,Information Security Analysts,Ingram Micro Inc.,Irvine,California,84406.0,California,39029342.0
1707688,I-200-20352-967159,Certified,2020-12-28,"Health Specialties Teachers, Postsecondary",Saint Louis University,Saint Louis,California,51090.0,Missouri,6177957.0
1707689,I-200-20352-966470,Certified,2020-12-28,"Medical Scientists, Except Epidemiologists",University Of Pittsburgh,Pittsburgh,California,43784.0,Pennsylvania,12972008.0
1707690,I-200-20352-968014,Certified,2020-12-28,"Software Developers, Systems Software","Optumsoft, Inc.",Menlo Park,California,93304.0,California,39029342.0
1707691,I-200-20352-967966,Certified,2020-12-28,Veterinarians,Vetbiotek Inc.,Keller,California,111363.0,Texas,30029572.0
1707692,I-200-20352-968045,Certified,2020-12-28,"Software Developers, Systems Software","Oracle America, Inc.",Houston,California,106662.0,Texas,30029572.0
1707693,I-200-20352-966890,Certified,2020-12-28,Biochemists And Biophysicists,Brigham And Women's Hospital,Cambridge,California,44408.0,Massachusetts,6981974.0
1707694,I-200-20352-965940,Certified,2020-12-28,Computer Programmers,Accenture Llp,Warrenville,California,73237.0,Illinois,12582032.0
1707695,I-200-20352-968261,Certified,2020-12-28,"Software Developers, Applications",Epam Systems Inc.,Irving,California,93558.0,Texas,30029572.0
1707696,I-200-20352-967241,Certified,2020-12-28,Operations Research Analysts,"3di, Inc.",Fremont,California,95493.0,California,39029342.0
1707697,I-200-20352-967825,Certified,2020-12-28,"Software Developers, Systems Software","Oath Holdings, Inc.",Champaign,California,104458.0,Illinois,12582032.0
1707698,I-200-20352-966687,Certified,2020-12-28,"Software Developers, Applications",International Paper,Memphis,California,98280.0,Tennessee,7051339.0
1707699,I-200-20352-967820,Certified,2020-12-28,Management Analysts,Deloitte & Touche Llp,New York,California,72651.0,New York,19677151.0
1707700,I-200-20352-967236,Certified,2020-12-28,Computer And Information Systems Managers,Deloitte Consulting Llp,Parsippany,California,160555.0,New Jersey,9261699.0
1707701,I-200-20352-967120,Certified,2020-12-28,"Software Developers, Systems Software",Computer Sciences Corporation,Lincoln,California,60154.0,Nebraska,1967923.0
1707702,I-200-20352-967584,Certified,2020-12-28,Architectural And Engineering Managers,"Red Lion Controls, Inc.",York,California,114962.0,Pennsylvania,12972008.0
1707703,I-200-20352-967389,Certified,2020-12-28,Financial Analysts,Goldman Sachs & Co. Llc,New York,California,161346.0,New York,19677151.0
1707704,I-200-20352-967866,Certified,2020-12-28,Computer And Information Systems Managers,"Expedia, Inc.",Seattle,California,143998.0,Washington,7785786.0
1707705,I-200-20352-966646,Certified,2020-12-28,Financial Quantitative Analysts,Barclays Capital Inc.,New York,California,131685.0,New York,19677151.0
1707706,I-200-20352-966700,Certified,2020-12-28,Computer Systems Engineers/Architects,"Bigcommerce, Inc.",San Francisco,California,145205.0,California,39029342.0
1707707,I-200-20352-967199,Certified,2020-12-28,"Software Developers, Applications",Dallas Independent School District,Dallas,California,93558.0,Texas,30029572.0
1707708,I-200-20352-965958,Certified,2020-12-28,Architectural And Engineering Managers,Intel Corporation,Santa Clara,California,168334.0,California,39029342.0
1707709,I-200-20353-968671,Certified,2020-12-28,"Software Developers, Applications","Amazon Mechanical Turk, Inc.",Seattle,California,113110.0,Washington,7785786.0
1707710,I-200-20352-966995,Certified,2020-12-28,Biochemists And Biophysicists,Indiana University Purdue University Indianapolis,Indianapolis,California,40768.0,Indiana,6833037.0
1707711,I-200-20352-966009,Certified,2020-12-28,Electrical Engineers,Microsoft Corporation,Morrisville,California,65354.0,North Carolina,10698973.0
1707712,I-200-20352-967202,Certified,2020-12-28,"Software Developers, Applications","Cisco Systems, Inc.",Bellevue,California,96845.0,Washington,7785786.0
1707713,I-200-20352-966376,Certified,2020-12-28,"Software Developers, Systems Software",Fireeye Inc.,Reston,California,138819.0,Virginia,8683619.0
1707714,I-200-20352-967580,Certified,2020-12-28,Regulatory Affairs Managers,"Millennium Pharmaceuticals, Inc.",Cambridge,California,164694.0,Massachusetts,6981974.0
1707715,I-200-20352-965972,Certified,2020-12-28,"Software Developers, Applications",Microsoft Corporation,Redmond,California,92102.0,Washington,7785786.0
1707716,I-200-20352-965927,Certified,2020-12-28,Database Administrators,Ernst & Young U.s. Llp,Lake Mary,California,88712.0,Florida,22244823.0
1707717,I-200-20352-967512,Certified,2020-12-28,Computer Systems Analysts,"National Grid Usa Service Company, Inc.",Waltham,California,99674.0,Massachusetts,6981974.0
1707718,I-200-20352-966689,Certified,2020-12-28,"Software Developers, Applications",Amazon.com Services Llc,Palo Alto,California,95430.0,California,39029342.0
1707719,I-200-20352-968204,Certified,2020-12-28,"Software Developers, Applications","Blue Yonder, Inc.",Coppell,California,127150.0,Texas,30029572.0
1707720,I-200-20353-968567,Certified,2020-12-28,"Software Developers, Applications","Double Atelier, Inc.",Brooklyn,California,143936.0,New York,19677151.0
1707721,I-200-20352-967366,Certified,2020-12-28,Hydrologists,The Carnegie Institution Of Washington,Stanford,California,50440.0,California,39029342.0
1707722,I-200-20352-965973,Certified,2020-12-28,"Software Developers, Applications",Microsoft Corporation,Redmond,California,155106.0,Washington,7785786.0
1707723,I-200-20352-966772,Certified,2020-12-28,Business Intelligence Analysts,Chime Financial Inc.,San Francisco,California,120370.0,California,39029342.0
1707724,I-200-20352-965956,Certified,2020-12-28,"Software Developers, Applications",Microsoft Corporation,Bellevue,California,113110.0,Washington,7785786.0
1707725,I-200-20352-966185,Certified,2020-12-28,"Software Developers, Applications","Wal-Mart Associates, Inc.",Bentonville,California,90438.0,Arkansas,3045637.0
1707726,I-200-20352-967365,Certified,2020-12-28,Purchasing Managers,"Amazon Web Services, Inc.",Austin,California,107390.0,Texas,30029572.0
1707727,I-200-20352-966468,Certified,2020-12-28,Electrical Engineers,Eaton Corporation,Richmond,California,84469.0,Virginia,8683619.0
1707728,I-200-20352-966773,Certified,2020-12-28,"Software Developers, Applications","Fis Management Services, Llc",Concord,California,122616.0,North Carolina,10698973.0
1707729,I-200-20352-966116,Certified,2020-12-28,"Architects, Except Landscape And Naval","Tmpartners, Pllc",Brentwood,California,53040.0,Tennessee,7051339.0
1707730,I-200-20352-966581,Certified,2020-12-28,Operations Research Analysts,Amazon.com Services Llc.,Miami,California,75088.0,Florida,22244823.0
1707731,I-200-20352-967815,Certified,2020-12-28,"Software Developers, Applications",Ber-It Inc,Downers Grove,California,87838.0,Illinois,12582032.0
1707732,I-200-20352-967210,Certified,2020-12-28,Physical Therapists,"Winning Wheels, Inc.",Prophetstown,California,70907.0,Illinois,12582032.0
1707733,I-200-20352-967148,Certified,2020-12-28,"Software Developers, Applications",Mediaocean Llc,San Francisco,California,102376.0,California,39029342.0
1707734,I-200-20352-968112,Certified,2020-12-28,"Software Developers, Systems Software","Foot Locker Corporate Services, Inc",Chicago,California,104624.0,Illinois,12582032.0
1707735,I-200-20352-966127,Certified,2020-12-28,"Software Developers, Applications",Solstice Consulting Llc,Chicago,California,87838.0,Illinois,12582032.0
1707736,I-200-20352-966830,Certified,2020-12-28,"Software Developers, Applications",Amazon.com Services Llc,Sunnyvale,California,127873.0,California,39029342.0
1707737,I-200-20352-966531,Certified,2020-12-28,Market Research Analysts And Marketing Specialists,"Bedabox, Llc",Fort Lauderdale,California,51210.0,Florida,22244823.0
1707738,I-200-20352-967470,Certified,2020-12-28,Regulatory Affairs Managers,"Primity Bio, Inc.",Naperville,California,106246.0,Illinois,12582032.0
1707739,I-200-20352-967798,Certified,2020-12-28,Credit Analysts,Hsbc Technology & Services (Usa) Inc.,New York,California,149427.0,New York,19677151.0
1707740,I-200-20352-966548,Certified,2020-12-28,"Software Developers, Applications",Open Text Inc.,Southfield,California,95160.0,Michigan,10034113.0
1707741,I-200-20352-967299,Certified,2020-12-28,Industrial Engineers,Astrazeneca Pharmaceuticals Lp,Frederick,California,92480.0,Maryland,6164660.0
1707742,I-200-20352-966068,Certified,2020-12-28,"Software Developers, Applications",Ge Precision Healthcare Llc,Milwaukee,California,115856.0,Wisconsin,5892539.0
1707743,I-200-20352-965970,Certified,2020-12-28,"Software Developers, Applications",Vmware Inc.,Palo Alto,California,170872.0,California,39029342.0
1707744,I-200-20352-967785,Certified,2020-12-28,"Dentists, General",Dnt Associates Inc.,Milwaukee,California,135221.0,Wisconsin,5892539.0
1707745,I-200-20352-966153,Certified,2020-12-28,Business Intelligence Analysts,"Citibank, N.a.",Wilmington,California,74090.0,Delaware,1018396.0
1707746,I-200-20352-965990,Certified,2020-12-28,Computer And Information Research Scientists,Microsoft Corporation,Sunnyvale,California,117083.0,California,39029342.0
1707747,I-200-20352-968067,Certified,2020-12-28,"Software Developers, Applications",Cgi Technologies And Solutions Inc.,Bloomfield,California,85571.0,Connecticut,3626205.0
1707748,I-200-20352-967464,Certified,2020-12-28,"Software Developers, Systems Software",Aurostar Corporation,Fremont,California,123989.0,California,39029342.0
1707749,I-200-20353-968690,Certified,2020-12-28,"Software Developers, Applications",Vmware Inc.,Palo Alto,California,153616.0,California,39029342.0
1707750,I-200-20352-968012,Certified,2020-12-28,"Software Developers, Applications",Sapient Corporation,New York,California,143936.0,New York,19677151.0
1707751,I-200-20352-968064,Certified,2020-12-28,"Software Developers, Applications",Cummins Inc.,Nashville,California,80163.0,Tennessee,7051339.0
1707752,I-200-20352-966590,Certified,2020-12-28,"Software Developers, Applications","Twitch Interactive, Inc.",San Francisco,California,133634.0,California,39029342.0
1707753,I-200-20352-967463,Certified,2020-12-28,"Software Developers, Applications",Rock Central Llc,Kansas City,California,76502.0,Missouri,6177957.0
1707754,I-200-20352-965966,Certified,2020-12-28,Medical And Clinical Laboratory Technologists,Greater Regional Medical Center,Creston,California,43805.0,Iowa,3200517.0
1707755,I-200-20352-967108,Certified,2020-12-28,"Software Developers, Applications",Prosight Specialty Management Company,Morristown,California,122221.0,New Jersey,9261699.0
1707756,I-200-20352-966780,Certified,2020-12-28,"Software Developers, Applications","Csaa Insurance Services, Inc.",Glendale,California,83637.0,Arizona,7359197.0
1707757,I-200-20352-966945,Certified,2020-12-28,"Software Developers, Systems Software","Autodesk, Inc.",Novi,California,79248.0,Michigan,10034113.0
1707758,I-200-20352-966732,Certified,2020-12-28,Rehabilitation Counselors,"Boston Higashi School, Inc.",Randolph,California,36379.0,Massachusetts,6981974.0
1707759,I-200-20352-966402,Certified,2020-12-28,Sales Engineers,"Collibra, Inc.",New York,California,138507.0,New York,19677151.0
1707760,I-200-20352-966405,Certified,2020-12-28,Information Technology Project Managers,"Zendesk, Inc.",San Francisco,California,145205.0,California,39029342.0
1707761,I-200-20352-967878,Certified,2020-12-28,"Software Developers, Applications","Vizient, Inc.",Chicago,California,104624.0,Illinois,12582032.0
